S/N,NAME,GENDER,PARTY,VOTES,ELECTED,SENATORIAL DISTRICT,STATE,ELECTION-TYPE,ZONE
21,SANUSI ABDULLAHI,M,UPP,10,,ZAMFARA-NORTH-1,ZAMFARA,SENATE,
22,NURADEEN MOHAMMED MORIKI,M,ZLP,14,,ZAMFARA-NORTH-1,ZAMFARA,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,ZAMFARA-WEST-1,ZAMFARA,SENATE,
1,ANKA ISHAQ IBRAHIM,M,A,"10,730",,ZAMFARA-WEST-1,ZAMFARA,SENATE,
2,ZAYYANU MUH'D GUNMI,M,ABP,61,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
3,NA ALKALI SHEHU,M,AD,183,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
4,ABUBAKAR WAKILI,M,ADC,523,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
5,YUSUF AHMED SA'AD,M,AGAP,182,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
,,,,,Votes,ZAMFARA-WEST-1,ZAMFARA,SENATE,
,,,,,Declared,ZAMFARA-WEST-1,ZAMFARA,SENATE,
6,ABUBAKAR ABDUL'AZIZ YARI,M,APC,"153,626",Wasted by,ZAMFARA-WEST-1,ZAMFARA,SENATE,
,,,,,the Supreme,ZAMFARA-WEST-1,ZAMFARA,SENATE,
,,,,,Court,ZAMFARA-WEST-1,ZAMFARA,SENATE,
7,ALIYU SANI ANKA,M,APDA,"1,312",,ZAMFARA-WEST-1,ZAMFARA,SENATE,
8,USMAN MURTALA,M,APGA,629,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
9,LAWAL ABUBAKAR M.,M,APP,30,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
10,NURA MUSA ANKA,M,DA,25,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
11,GARBA MUJITTAPHA,M,DPC,42,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
12,SANI ABDULLAHI,M,DPP,60,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
13,ABUBARKAR MUHAMMAD,M,GPN,239,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
14,MOHAMMED LOKOJA ABDULLAHI,M,NRM,"6,727",,ZAMFARA-WEST-1,ZAMFARA,SENATE,
,,,,,Declared,ZAMFARA-WEST-1,ZAMFARA,SENATE,
15,LAWALI HASSAN ANKA,M,PDP,"69,293",Elected (By,ZAMFARA-WEST-1,ZAMFARA,SENATE,
,,,,,Supreme Court,ZAMFARA-WEST-1,ZAMFARA,SENATE,
,,,,,Order),ZAMFARA-WEST-1,ZAMFARA,SENATE,
16,MOHAMMED RILWANU,M,PPN,113,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
17,ANKA NASIR G.,M,PRP,555,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
18,MOHAMMED IDRIS,M,PT,33,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
19,ABUBAKAR MUHAMMED GUMMI,M,RBNP,25,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
20,LIMA ABDULHAMID,M,SDP,28,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
21,ABDULLAHI JUNAIDU,M,UPC,9,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
22,UMAR HABIBU K.,M,UPP,7,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
23,MURTALA MOHAMMED GWARAM,M,ZLP,19,,ZAMFARA-WEST-1,ZAMFARA,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,BORNO-CENTRAL,BORNO,SENATE,
1,SHETTIMA KASHIM,MALE,APC,"342,898",ELECTED,BORNO-CENTRAL,BORNO,SENATE,
2,MOHAMMED BUKAR SADU,MALE,APM,487,,BORNO-CENTRAL,BORNO,SENATE,
3,KADIRI FEMA,MALE,APP,205,,BORNO-CENTRAL,BORNO,SENATE,
4,IBRAHIM KACHALLA,MALE,BNPP,224,,BORNO-CENTRAL,BORNO,SENATE,
5,ABUBAKAR AWANA ZUBAIRU,MALE,C4C,483,,BORNO-CENTRAL,BORNO,SENATE,
6,BABAGANA ALHAJI GAMBO,MALE,DA,233,,BORNO-CENTRAL,BORNO,SENATE,
7,JIBRIN MUSTAPHA TATABE,MALE,GPN,625,,BORNO-CENTRAL,BORNO,SENATE,
8,MANGA TIJANI MODU,MALE,ID,362,,BORNO-CENTRAL,BORNO,SENATE,
9,BUNU IBRAHIM,MALE,JMPP,347,,BORNO-CENTRAL,BORNO,SENATE,
10,MOHAMMED UMAR RAHIS,MALE,KP,212,,BORNO-CENTRAL,BORNO,SENATE,
11,MUSA ABDULKAREEM ISA,MALE,NCMP,317,,BORNO-CENTRAL,BORNO,SENATE,
12,MUSA FATIMA,FEMALE,NEPP,325,,BORNO-CENTRAL,BORNO,SENATE,
13,ISA MAMMAN,MALE,NPM,158,,BORNO-CENTRAL,BORNO,SENATE,
14,MALA MOHAMMED,MALE,NRM,429,,BORNO-CENTRAL,BORNO,SENATE,
15,MUHAMMED ABBA AJI,MALE,PDP,"75,569",,BORNO-CENTRAL,BORNO,SENATE,
16,MUHAMMAD ALI,MALE,PPA,222,,BORNO-CENTRAL,BORNO,SENATE,
17,ALI MODU,MALE,UPC,180,,BORNO-CENTRAL,BORNO,SENATE,
18,IBRAHIM BABA,MALE,UPN,211,,BORNO-CENTRAL,BORNO,SENATE,
19,GARBA ABUBAKAR BARMA,MALE,UPP,169,,BORNO-CENTRAL,BORNO,SENATE,
20,GONI ALI MUSTAPHA,MALE,YES,171,,BORNO-CENTRAL,BORNO,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,BORNO-NORTH,BORNO,SENATE,
1,KYARI ABUBAKAR SHAIB,MALE,APC,"76,963",ELECTED,BORNO-NORTH,BORNO,SENATE,
2,ABDULRAHMAN MOHAMMED TATABE,MALE,APM,221,,BORNO-NORTH,BORNO,SENATE,
3,TERAB WAKIL,MALE,GPN,138,,BORNO-NORTH,BORNO,SENATE,
4,ISA LAWAN,MALE,PDP,"36,042",,BORNO-NORTH,BORNO,SENATE,
5,AHMED ALHAJI MUHAMMAD,MALE,PPA,138,,BORNO-NORTH,BORNO,SENATE,
6,AJA ZARMA JARMA,MALE,UPC,59,,BORNO-NORTH,BORNO,SENATE,
7,MUHAMMAD BUKAR ALIBE,MALE,UPN,65,,BORNO-NORTH,BORNO,SENATE,
8,UMAR ALI,MALE,YES,69,,BORNO-NORTH,BORNO,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,BORNO-SOUTH,BORNO,SENATE,
1,NDUME MOHAMMED ALI,M,APC,"300,637",ELECTED,BORNO-SOUTH,BORNO,SENATE,
2,GARBA ADAMU,M,APM,339,,BORNO-SOUTH,BORNO,SENATE,
3,BUKAR WAKIL,M,GPN,"2,475",,BORNO-SOUTH,BORNO,SENATE,
4,SHETTIMA ALH MUSA,M,JMPP,94,,BORNO-SOUTH,BORNO,SENATE,
5,MUSTAPHA UMAR,M,KP,439,,BORNO-SOUTH,BORNO,SENATE,
6,KUDLA MILINDA SATUMARI,M,PDP,"84,608",,BORNO-SOUTH,BORNO,SENATE,
7,MUHAMMAD GUDU GARBA,M,PPA,"1,119",,BORNO-SOUTH,BORNO,SENATE,
8,HAMIDU USMAN KIMBA,M,SDP,291,,BORNO-SOUTH,BORNO,SENATE,
9,HASSAN ABDULLAHI,M,UPC,72,,BORNO-SOUTH,BORNO,SENATE,
10,ADO ALI,M,YES,167,,BORNO-SOUTH,BORNO,SENATE,
11,DAVID BUBA SHALJABA,M,ZLP,"7,777",,BORNO-SOUTH,BORNO,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,KADUNA-CENTRAL,KADUNA,SENATE,
1,BALA SAGIR,MALE,A,79,,KADUNA-CENTRAL,KADUNA,SENATE,
2,TIJANI HALIMA TURAKI,FEMALE,ABP,313,,KADUNA-CENTRAL,KADUNA,SENATE,
3,IBRAHIM YUSUF,MALE,ADC,279,,KADUNA-CENTRAL,KADUNA,SENATE,
4,ABDULRAHMAN MOHAMMED,MALE,AGAP,391,,KADUNA-CENTRAL,KADUNA,SENATE,
5,SANI UBA,MALE,APC,"355,242",ELECTED,KADUNA-CENTRAL,KADUNA,SENATE,
6,IBRAHIM HAUWA FUNTUA,FEMALE,APGA,"7,423",,KADUNA-CENTRAL,KADUNA,SENATE,
7,ADEOYE MICHAEL OLATUNJI,MALE,CAP,114,,KADUNA-CENTRAL,KADUNA,SENATE,
8,BUKSU BUHARI,MALE,DA,54,,KADUNA-CENTRAL,KADUNA,SENATE,
9,HABU HUSSAINA,FEMALE,DPC,175,,KADUNA-CENTRAL,KADUNA,SENATE,
10,AKINSOYINU OLAKUNLE OLUWAFEMI,MALE,GPN,131,,KADUNA-CENTRAL,KADUNA,SENATE,
11,SABO UMAR SULEIMAN,MALE,ID,36,,KADUNA-CENTRAL,KADUNA,SENATE,
12,MUHAMMED HAMISU ABUBAKAR,MALE,JMPP,20,,KADUNA-CENTRAL,KADUNA,SENATE,
13,ABDULLAHI MOHAMMED,MALE,LP,160,,KADUNA-CENTRAL,KADUNA,SENATE,
14,MOHAMMED TAUHEED,MALE,MMN,136,,KADUNA-CENTRAL,KADUNA,SENATE,
15,BELLO MUSA,MALE,MPN,"2,177",,KADUNA-CENTRAL,KADUNA,SENATE,
16,USMAN HAFSAT M. B.,FEMALE,NEPP,150,,KADUNA-CENTRAL,KADUNA,SENATE,
17,MAILAFIYA SHEHU BAMALLI,MALE,NRM,"1,590",,KADUNA-CENTRAL,KADUNA,SENATE,
18,USMAN LAWAL ADAMU,MALE,PDP,"195,497",,KADUNA-CENTRAL,KADUNA,SENATE,
19,MUHAMMED INUWA HARUNA,MALE,PPA,414,,KADUNA-CENTRAL,KADUNA,SENATE,
20,AKINSOYINU OLAKUNLE OLUFEMI,MALE,PPN,881,,KADUNA-CENTRAL,KADUNA,SENATE,
21,SANI SHEHU,MALE,PRP,"70,613",,KADUNA-CENTRAL,KADUNA,SENATE,
22,FRANCIS KWADEMI HEZRON,MALE,PT,137,,KADUNA-CENTRAL,KADUNA,SENATE,
23,ALIYU MUHAMMAD LAWAL,MALE,SDP,758,,KADUNA-CENTRAL,KADUNA,SENATE,
24,YAKUBU SHEHU ZAKARI,MALE,ZLP,44,,KADUNA-CENTRAL,KADUNA,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,KADUNA-NORTH-1,KADUNA,SENATE,
1,MUHAMMAD AISHATU USMAN T.,FEMALE,A,49,,KADUNA-NORTH-1,KADUNA,SENATE,
2,AYUBA IBRAHIM,MALE,AA,49,,KADUNA-NORTH-1,KADUNA,SENATE,
3,SULEIMAN ABDULLAHI,MALE,ADC,"3,890",,KADUNA-NORTH-1,KADUNA,SENATE,
4,KWARI SULEIMAN ABDU,MALE,APC,"411,497",ELECTED,KADUNA-NORTH-1,KADUNA,SENATE,
5,ADAMU ALIYU NUHU,MALE,CAP,918,,KADUNA-NORTH-1,KADUNA,SENATE,
6,AWAISU SHEHU KASSIM,MALE,DA,54,,KADUNA-NORTH-1,KADUNA,SENATE,
7,BALARABE SALEH,MALE,DPC,122,,KADUNA-NORTH-1,KADUNA,SENATE,
8,MUHAMMED TUKUR ZUBAIRU,MALE,GPN,26,,KADUNA-NORTH-1,KADUNA,SENATE,
9,SHEHU ISMAEEL,MALE,KP,458,,KADUNA-NORTH-1,KADUNA,SENATE,
10,SULEIMAN SHEHU S.,MALE,LP,34,,KADUNA-NORTH-1,KADUNA,SENATE,
11,ABDULLAHI NUHU,MALE,MMN,52,,KADUNA-NORTH-1,KADUNA,SENATE,
12,SALISU MUSA,MALE,NEPP,48,,KADUNA-NORTH-1,KADUNA,SENATE,
13,DANBAWA ISHAKU,MALE,NPC,134,,KADUNA-NORTH-1,KADUNA,SENATE,
14,SHUAIBU SIRAJO,MALE,PDC,"1,302",,KADUNA-NORTH-1,KADUNA,SENATE,
15,HUNKUYI OTHMAN SULEIMAN,MALE,PDP,"181,955",,KADUNA-NORTH-1,KADUNA,SENATE,
16,ADAMA ABUBAKAR HARUNA,MALE,PPA,233,,KADUNA-NORTH-1,KADUNA,SENATE,
17,ABDULLAHI HUSSAIN,MALE,PPN,54,,KADUNA-NORTH-1,KADUNA,SENATE,
18,ABUJAZID BASHIR,MALE,PRP,"1,556",,KADUNA-NORTH-1,KADUNA,SENATE,
19,ABDULLAHI SHUAIBU,MALE,SDP,"5,490",,KADUNA-NORTH-1,KADUNA,SENATE,
20,ABUBAKAR IBRAHIM,MALE,ZLP,30,,KADUNA-NORTH-1,KADUNA,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,KADUNA-SOUTH-1,KADUNA,SENATE,
1,MOHAMMED SULMAILA SHEHU KACHIA,M,A,205,,KADUNA-SOUTH-1,KADUNA,SENATE,
2,BENEDICT BAKO KURAH,M,ADC,"2,741",,KADUNA-SOUTH-1,KADUNA,SENATE,
3,THADDEUS LIKITA ASHEI,M,ANN,239,,KADUNA-SOUTH-1,KADUNA,SENATE,
4,BALA BARNABAS YUSUF,M,APC,"133,287",,KADUNA-SOUTH-1,KADUNA,SENATE,
5,MUSA LAZARUS,M,CAP,277,,KADUNA-SOUTH-1,KADUNA,SENATE,
6,MARUF ABDULAHI,M,DA,64,,KADUNA-SOUTH-1,KADUNA,SENATE,
7,DAUDA PHILIBUS,M,GPN,176,,KADUNA-SOUTH-1,KADUNA,SENATE,
8,HASSAN MICHAEL PETER,M,LP,566,,KADUNA-SOUTH-1,KADUNA,SENATE,
9,LAAH DANJUMA TELLA,M,PDP,"268,923",ELECTED,KADUNA-SOUTH-1,KADUNA,SENATE,
10,PATRICK,M,PPN,252,,KADUNA-SOUTH-1,KADUNA,SENATE,
11,BULUS JAMES,M,PRP,"1,546",,KADUNA-SOUTH-1,KADUNA,SENATE,
12,SHEKARI RIJO SHEKARI,M,SDP,"9,609",,KADUNA-SOUTH-1,KADUNA,SENATE,
1,EMEKA UWAKOLAM,MALE,A,43,,,ABIA,GOVERNORSHIP,ABIA
2,UBANI VINCENT ANTHONY,MALE,AAC,254,,,ABIA,GOVERNORSHIP,ABIA
3,OPARA ALPHONSIUS OBINNA,MALE,ACD,166,,,ABIA,GOVERNORSHIP,ABIA
4,OBINNA KELENNA,MALE,ADC,333,,,ABIA,GOVERNORSHIP,ABIA
5,OKEY OKORO UDO,MALE,ADP,522,,,ABIA,GOVERNORSHIP,ABIA
6,IGWO NNANNA OKPAN,MALE,AGA,293,,,ABIA,GOVERNORSHIP,ABIA
7,ONUOHA UKO IGWE,MALE,AGAP,247,,,ABIA,GOVERNORSHIP,ABIA
8,ULUNWA UTOKANNANDU MORGAN,MALE,ANP,289,,,ABIA,GOVERNORSHIP,ABIA
9,OGAH UCHECHUKWU SAMSON,MALE,APC,"99,574",,,ABIA,GOVERNORSHIP,ABIA
10,ALEX OTTI,MALE,APGA,"64,366",,,ABIA,GOVERNORSHIP,ABIA
11,UMEH CHARLES OKEZI,MALE,APP,138,,,ABIA,GOVERNORSHIP,ABIA
12,CHIJIOKE OWANTA,MALE,ASD,35,,,ABIA,GOVERNORSHIP,ABIA
13,MICHAEL IMOJO NDU,MALE,AUN,29,,,ABIA,GOVERNORSHIP,ABIA
,CHINWUBA QUEEN EDITH,,,,,,ABIA,GOVERNORSHIP,ABIA
14,,MALE,CAP,21,,,ABIA,GOVERNORSHIP,ABIA
,ASIKARALINOUN,,,,,,ABIA,GOVERNORSHIP,ABIA
15,OBASI HEAVENS UGOCHUKWU,MALE,DA,14,,,ABIA,GOVERNORSHIP,ABIA
16,PAUL CHINEDU EMMANUEL,MALE,FRESH,22,,,ABIA,GOVERNORSHIP,ABIA
17,ANNYALEWACHI NWAOZURU,MALE,GPN,33,,,ABIA,GOVERNORSHIP,ABIA
18,GILBERT CHIKEZIE CHRIS,MALE,ID,38,,,ABIA,GOVERNORSHIP,ABIA
19,CHARLES OKECHUKWU OKEREKE,MALE,JMPP,40,,,ABIA,GOVERNORSHIP,ABIA
20,BENSON CHIBUNNA ONYEKACHI,MALE,KP,102,,,ABIA,GOVERNORSHIP,ABIA
21,IGARA CEEKAY KALU,MALE,LP,520,,,ABIA,GOVERNORSHIP,ABIA
22,UDEAGHA ROSE UZOARU,FEMALE,MPN,124,,,ABIA,GOVERNORSHIP,ABIA
23,MADU ANTHONY CHUKWUONYE,MALE,PDC,442,,,ABIA,GOVERNORSHIP,ABIA
,,,,,Declared,,ABIA,GOVERNORSHIP,ABIA
24,OKEZIE VICTOR IKPEAZU,MALE,PDP,"261,127",,,ABIA,GOVERNORSHIP,ABIA
,,,,,Elected,,ABIA,GOVERNORSHIP,ABIA
25,OKORONKWO FORTUNES PAUL,MALE,PPC,"1,044",,,ABIA,GOVERNORSHIP,ABIA
26,CHUKWUDI NNABUGWU,MALE,PPN,624,,,ABIA,GOVERNORSHIP,ABIA
27,AWA EZEKIEL ANYA,MALE,PT,53,,,ABIA,GOVERNORSHIP,ABIA
28,AHAIWE UDOCHUKWU ELVIS,MALE,RP,89,,,ABIA,GOVERNORSHIP,ABIA
29,HON. (MRS) BLESSING NWAGBA,FEMALE,SDP,"2,191",,,ABIA,GOVERNORSHIP,ABIA
30,FRANCIS ONUGU UKWU,MALE,UPP,151,,,ABIA,GOVERNORSHIP,ABIA
31,NKORO JOSEPH NGOZI,MALE,YPP,100,,,ABIA,GOVERNORSHIP,ABIA
32,ORJI KINGSLEY,MALE,ZLP,291,,,ABIA,GOVERNORSHIP,ABIA
1,HASSAN DANTSOHO,MALE,A,239,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
2,AMED ALIYU AHMED,MALE,AA,93,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
3,SAID LAWAN UBA A.,MALE,AAC,"1,098",,,ADAMAWA,GOVERNORSHIP,ADAMAWA
4,DANIEL SHAGA ISMAILA,MALE,ABP,159,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
5,SHUAIBU BILKISU CHINDO,MALE,ACD,"1,942",,,ADAMAWA,GOVERNORSHIP,ADAMAWA
6,NYAKO ABDUL -AZIZ MURTALA,MALE,ADC,"113,237",,,ADAMAWA,GOVERNORSHIP,ADAMAWA
7,MUSA GARKIDA DAVID,MALE,AGA,"1,169",,,ADAMAWA,GOVERNORSHIP,ADAMAWA
8,ABEL BEHORA,MALE,ANN,"2,545",,,ADAMAWA,GOVERNORSHIP,ADAMAWA
9,UMAR BELLO JADA,MALE,ANP,934,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
10,MOHAMMED UMAR JIBRILLA,MALE,APC,"336,386",,,ADAMAWA,GOVERNORSHIP,ADAMAWA
11,SALIHU BIRJI BANJIRAM,MALE,APM,629,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
12,AUDU RUKAYYA SHELLENG,FEMALE,APP,180,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
13,BALDEINO ELIZABETH ISAH,FEMALE,CAP,86,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
14,AHMED HASSAN,MALE,DA,101,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
15,DANJUMA MUHAMMED MUSA,MALE,FJP,69,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
16,NYAKO NURUDDEEN HAMMANADAMA,MALE,GPN,246,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
17,BADAU ISSAC SA'ADU,MALE,JMPP,117,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
18,BAPPARI UMARU,MALE,KP,172,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
19,FRANK SIMEON KOSHIHULA,MALE,MPN,263,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
20,ABDULLAHI USMAN,MALE,NCP,183,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
21,UMARU AHMADU,MALE,PDP,"376,552",ELECTED,,ADAMAWA,GOVERNORSHIP,ADAMAWA
22,NAAMA BULAMA,FEMALE,PPA,"1,399",,,ADAMAWA,GOVERNORSHIP,ADAMAWA
23,ELI CLARKSON GAJERE,MALE,PPC,836,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
24,LAMI MUSA,FEMALE,PPN,"2,256",,,ADAMAWA,GOVERNORSHIP,ADAMAWA
25,MAIGANA MUSA ISMAILA,MALE,PT,202,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
26,STEVE MIDALAH N,MALE,RBNP,186,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
27,EMMANUEL BELLO,MALE,SDP,"29,792",,,ADAMAWA,GOVERNORSHIP,ADAMAWA
28,BAWA SIMON,MALE,YPP,171,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
29,NAZEER SA'AD MAIYAKI,MALE,ZLP,65,,,ADAMAWA,GOVERNORSHIP,ADAMAWA
1,JOSEPH OKON JAMES,MALE,A,34,,,AKWA,GOVERNORSHIP,AKWA IBOM
2,OKPONGETE EMMANUEL,MALE,AAP,159,,,AKWA,GOVERNORSHIP,AKWA IBOM
3,OBONG SAMUEL ATANG,MALE,ABP,106,,,AKWA,GOVERNORSHIP,AKWA IBOM
4,TIM JOSEPH EDUOK,MALE,ACD,124,,,AKWA,GOVERNORSHIP,AKWA IBOM
5,SAMUEL DAVID UDOH,MALE,AD,66,,,AKWA,GOVERNORSHIP,AKWA IBOM
6,OBOT UDEME EDET,MALE,ADC,284,,,AKWA,GOVERNORSHIP,AKWA IBOM
7,UKEME UKO PETER,MALE,ADP,152,,,AKWA,GOVERNORSHIP,AKWA IBOM
8,DIVINE SOLOMON BASSEY,MALE,AGAP,34,,,AKWA,GOVERNORSHIP,AKWA IBOM
9,EFFIONG NDARAKE EFFIONG,MALE,ANDP,38,,,AKWA,GOVERNORSHIP,AKWA IBOM
10,IBORO ROBERT OT U,MALE,ANRP,234,,,AKWA,GOVERNORSHIP,AKWA IBOM
11,NSIMA UDO EKERE,MALE,APC,"171,978",,,AKWA,GOVERNORSHIP,AKWA IBOM
12,NSISONG ISAAC MONDAY,MALE,BNPP,74,,,AKWA,GOVERNORSHIP,AKWA IBOM
13,UMOH BENJAMIN OKON,MALE,C4C,19,,,AKWA,GOVERNORSHIP,AKWA IBOM
14,ETIM DAVID BASSEY,MALE,CAP,24,,,AKWA,GOVERNORSHIP,AKWA IBOM
15,ANIETTE UDO UKPONG,MALE,CNP,6,,,AKWA,GOVERNORSHIP,AKWA IBOM
16,BENEDICT JOHNSON ATTA,MALE,DA,28,,,AKWA,GOVERNORSHIP,AKWA IBOM
17,EKANEM ANIEKAN ESSIEN,MALE,DPC,78,,,AKWA,GOVERNORSHIP,AKWA IBOM
18,OBONG EDET INWANG UDOH,MALE,DPP,295,,,AKWA,GOVERNORSHIP,AKWA IBOM
19,ENYENIHI VICTOR ABIA,MALE,FJP,453,,,AKWA,GOVERNORSHIP,AKWA IBOM
20,ITORO EKPA BASSEY,MALE,GPN,55,,,AKWA,GOVERNORSHIP,AKWA IBOM
21,AYANGA SUNDAY EFFIONG,MALE,HDP,22,,,AKWA,GOVERNORSHIP,AKWA IBOM
22,BASSEY EDET WILLIE,MALE,JMPP,26,,,AKWA,GOVERNORSHIP,AKWA IBOM
23,EDEM OKON ESSIEN,MALE,KP,43,,,AKWA,GOVERNORSHIP,AKWA IBOM
24,ABASIAKAN SAMUEL ESSIEN,MALE,LP,44,,,AKWA,GOVERNORSHIP,AKWA IBOM
25,OKON UKO USEME,MALE,MPN,30,,,AKWA,GOVERNORSHIP,AKWA IBOM
26,ELDER IMOH OKON DAVID,MALE,MRDD,165,,,AKWA,GOVERNORSHIP,AKWA IBOM
27,IDORENYIN BONIFACE AKPAN,FEMALE,NAC,16,,,AKWA,GOVERNORSHIP,AKWA IBOM
28,GEORGE NSIDIBE AUGUSTINE,MALE,NCMP,26,,,AKWA,GOVERNORSHIP,AKWA IBOM
29,IME UDIA,MALE,NEPP,10,,,AKWA,GOVERNORSHIP,AKWA IBOM
30,EMMANUEL OFFIONG ESARA,MALE,NFD,13,,,AKWA,GOVERNORSHIP,AKWA IBOM
31,OKON DANIEL FRANK,MALE,NNPP,63,,,AKWA,GOVERNORSHIP,AKWA IBOM
32,BEN CHRISTOPHER BASSEY,MALE,NRM,32,,,AKWA,GOVERNORSHIP,AKWA IBOM
33,ISSAC  INIOBONG A.,MALE,PDC,627,,,AKWA,GOVERNORSHIP,AKWA IBOM
,,,,,Declared,,AKWA,GOVERNORSHIP,AKWA IBOM
34,UDOM EMMANUEL H.E,MALE,PDP,"519,712",,,AKWA,GOVERNORSHIP,AKWA IBOM
,,,,,Elected,,AKWA,GOVERNORSHIP,AKWA IBOM
35,EKONG MFON UDO,MALE,PPA,443,,,AKWA,GOVERNORSHIP,AKWA IBOM
36,EFFIONG OKON EKAEBA,MALE,PPN,71,,,AKWA,GOVERNORSHIP,AKWA IBOM
37,EKPONG EYO EYO,MALE,PPP,88,,,AKWA,GOVERNORSHIP,AKWA IBOM
38,SUNDAY ERASMUS MBOBO,MALE,PRP,34,,,AKWA,GOVERNORSHIP,AKWA IBOM
39,ASUKASO DAVIS EKANEM,MALE,SDP,39,,,AKWA,GOVERNORSHIP,AKWA IBOM
1,AHMED ISAH TAHIR,MALE,ABP,175,,,BAUCHI,GOVERNORSHIP,BAUCHI
2,MAHMOOD BAHEEJAH ABDULLAHI,FEMALE,ACD,298,,,BAUCHI,GOVERNORSHIP,BAUCHI
3,ABBASS ABUBAKAR ABBASS,MALE,ACPN,134,,,BAUCHI,GOVERNORSHIP,BAUCHI
4,ALIYU MAHMUD,MALE,AD,85,,,BAUCHI,GOVERNORSHIP,BAUCHI
5,BULUS YOHANNA,MALE,ADC,357,,,BAUCHI,GOVERNORSHIP,BAUCHI
6,HUSSAINI SULAIMAN SARAKI,MALE,ADP,337,,,BAUCHI,GOVERNORSHIP,BAUCHI
7,MUKTAR GARBA,MALE,AGA,685,,,BAUCHI,GOVERNORSHIP,BAUCHI
8,MOHAMMED ABDULLAHI ABUBAKAR,MALE,APC,"470,570",,,BAUCHI,GOVERNORSHIP,BAUCHI
9,AUWAL ISAH,MALE,APM,"1,258",,,BAUCHI,GOVERNORSHIP,BAUCHI
10,KABIRU ISYAKU,MALE,APP,526,,,BAUCHI,GOVERNORSHIP,BAUCHI
11,GARBA MUHAMMAD ABDULKADIR,MALE,ASD,155,,,BAUCHI,GOVERNORSHIP,BAUCHI
12,ZAIDU MATI,MALE,BNPP,162,,,BAUCHI,GOVERNORSHIP,BAUCHI
13,RABIU ABUBAKAR AHMAD,MALE,CAP,83,,,BAUCHI,GOVERNORSHIP,BAUCHI
14,BABAGINDA LADAN IMAN,MALE,DA,95,,,BAUCHI,GOVERNORSHIP,BAUCHI
15,ALIYU UMAR,MALE,DPC,97,,,BAUCHI,GOVERNORSHIP,BAUCHI
16,MOHAMMED JUMBA,MALE,GPN,"2,143",,,BAUCHI,GOVERNORSHIP,BAUCHI
17,MUHAMMED BELLO YASHI,MALE,KP,38,,,BAUCHI,GOVERNORSHIP,BAUCHI
18,USMAN ISMAILA YALWA,MALE,MAJA,52,,,BAUCHI,GOVERNORSHIP,BAUCHI
19,KANI GIDADO MOHAMMED,MALE,MMN,99,,,BAUCHI,GOVERNORSHIP,BAUCHI
20,AUWAL HASSAN,MALE,MPN,88,,,BAUCHI,GOVERNORSHIP,BAUCHI
21,MUHAMMED GARBA BATURE,MALE,NEPP,264,,,BAUCHI,GOVERNORSHIP,BAUCHI
22,SHUAIBU ADAMU AHMED,MALE,NNPP,"31,058",,,BAUCHI,GOVERNORSHIP,BAUCHI
