S/N,NAME,GENDER,PARTY,VOTES,ELECTED,SENATORIAL DISTRICT,STATE
11,OKONKWO CORDELIA CHIGOZIE,FEMALE,MPN,23,,ENUGU-WEST,ENUGU
12,ANINWEZE CHARLES A.,MALE,NAC,44,,ENUGU-WEST,ENUGU
13,OKAFOR HYPOLITE INOCHULUBA,MALE,NNPP,127,,ENUGU-WEST,ENUGU
14,EKWEREMADU IKE,MALE,PDP,"86,088",ELECTED,ENUGU-WEST,ENUGU
15,OKONKWO MAUREEN C.,FEMALE,PPN,57,,ENUGU-WEST,ENUGU
16,CHIMAOBI ANOWO FIDELIS,MALE,RP,8,,ENUGU-WEST,ENUGU
17,AGU PHILOMENA,FEMALE,SDP,95,,ENUGU-WEST,ENUGU
18,ONYEKAONU KEN,MALE,UPP,202,,ENUGU-WEST,ENUGU
1,GOODLUCK OBI CHINWE,FEMALE,A,19,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
2,NUSA OGIDAN,MALE,AAP,79,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
3,OFOEGBU CHINEMEZE PRINCE,MALE,ACD,30,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
4,HON. EMMANUEL AGBO,MALE,AD,90,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
5,JONAH K. TANYZHIT,MALE,ADC,56,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
6,ISIAKA ABDULLAHI,MALE,ANP,51,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
7,ANGULU ZAKARI YAMMA,MALE,APC,"65,123",,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
8,BITRUS SUNDAY WANA,MALE,APM,62,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
9,BUNDEPUUN OSBERT AUDU,MALE,APP,22,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
10,DAVID JAMES,MALE,DA,11,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
11,ABDUSALAM AISHA O.,FEMALE,DPP,80,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
12,YAHAYA SALIHU ZUBA,MALE,FJP,854,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
13,SULEIMAN AISHA ANNE,FEMALE,GPN,8,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
14,ODOEMENAM E. REX,MALE,JMPP,24,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
15,ADAMU ZUBAIRU AGBAYA,MALE,LP,54,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
16,OLUWATIMILEHIN BALOGUN JOHN,MALE,MPN,30,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
17,OCHEJA FRANCIS UNEKWU,MALE,MRDD,16,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
18,LATEEF ADEBOLA,MALE,NCP,72,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
19,ABDULLAHI LAWAL MALUMFASHI,MALE,NFD,17,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
20,HASSAN SOKODABO USMAN,MALE,PDP,"81,023",ELECTED,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
21,ABUBAKAR IBRAHIM,MALE,PT,15,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
22,ISHAYA KAURA AUDU,MALE,SDP,196,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA
1,AUTA LOIS,FEMALE,A,263,,BWARI-MUNICIPAL,BWARI
2,BAKARE ABUBAKAR OLATUNJI,MALE,AAP,96,,BWARI-MUNICIPAL,BWARI
3,EWA THEOPHILUS NNANNA,MALE,ACD,81,,BWARI-MUNICIPAL,BWARI
4,AVAZI EBENEZER,MALE,AD,72,,BWARI-MUNICIPAL,BWARI
5,ANYATA PATRICK NKEM,MALE,ADC,525,,BWARI-MUNICIPAL,BWARI
6,LYNDA LYOP NYAM,FEMALE,ANDP,0,,BWARI-MUNICIPAL,BWARI
7,AGHEDO OSAHON PIUS,MALE,ANN,678,,BWARI-MUNICIPAL,BWARI
8,EZEBUIHE JOHN IFEANYICHUKWU,MALE,ANP,255,,BWARI-MUNICIPAL,BWARI
9,BARROW OMAGBITSE,MALE,ANRP,"2,887",,BWARI-MUNICIPAL,BWARI
10,PAM AMANDA IYABODE,MALE,APC,"82,761",,BWARI-MUNICIPAL,BWARI
11,YAHUZA KWANASHIE OZOTU,MALE,APGA,"3,009",,BWARI-MUNICIPAL,BWARI
12,MOHAMMED ZAINAB F.,FEMALE,APM,203,,BWARI-MUNICIPAL,BWARI
13,ONWUAMAEZE IFEANYI,MALE,APP,81,,BWARI-MUNICIPAL,BWARI
14,OZOBU NKECHI,FEMALE,ASD,18,,BWARI-MUNICIPAL,BWARI
15,PATRICK QUEENCY UBONG-ABASI,FEMALE,CAP,120,,BWARI-MUNICIPAL,BWARI
16,ABDULSALAMI YINUSA,MALE,DA,18,,BWARI-MUNICIPAL,BWARI
17,IKECHUKWU CECELIA,FEMALE,FJP,319,,BWARI-MUNICIPAL,BWARI
18,ODUNIYI ADEJOKE OMOYOSOLA,FEMALE,GDPN,99,,BWARI-MUNICIPAL,BWARI
19,ONUOHA MICHAEL UZOMA,MALE,GPN,57,,BWARI-MUNICIPAL,BWARI
20,ANTHONY ONAH EMMANUEL,MALE,JMPP,76,,BWARI-MUNICIPAL,BWARI
21,ALI NURA,MALE,KP,48,,BWARI-MUNICIPAL,BWARI
22,AHANOTU CHIGOZIE KENNEDY,MALE,LP,460,,BWARI-MUNICIPAL,BWARI
23,EMMANUEL CHINWEUBA,MALE,MPN,56,,BWARI-MUNICIPAL,BWARI
24,JAPHET JOEL,MALE,MRDD,49,,BWARI-MUNICIPAL,BWARI
25,NWACHUKWU ANGEL,FEMALE,NCP,114,,BWARI-MUNICIPAL,BWARI
1,ATUWA TANKO DANJUMA,M,A,144,,FCT-SD,FCT
2,LADY DORIS AMAKA OPARA,F,AAC,447,,FCT-SD,FCT
3,ALIYU ABUBAKAR,M,AAP,259,,FCT-SD,FCT
4,ABUBARKAR SALISU MGARANGI,M,ACD,205,,FCT-SD,FCT
5,GODWIN I AJAH,M,AD,218,,FCT-SD,FCT
6,AUDU ESTHER JOHN,F,ADC,"1,316",,FCT-SD,FCT
7,OBOSI CLEMENT NEBO,M,ANDP,321,,FCT-SD,FCT
8,LAWAL ADEKUNLE IBRAHIM,M,ANN,"1,077",,FCT-SD,FCT
9,ABDULRAHMAN MUSLEEMAH NIKE HASSATU,F,ANP,638,,FCT-SD,FCT
10,OSHO OLANREWAJU LAWRENCE,M,ANRP,"1,758",,FCT-SD,FCT
11,JISALO ZAPHANIAH BITRUS,M,APC,"148,401",,FCT-SD,FCT
12,MUSA BABA-PANYA,M,APDA,717,,FCT-SD,FCT
13,SILAS GYAR ROSE DOGARA,F,APM,301,,FCT-SD,FCT
14,JOSHUA OKECHUKWU RAWLINGS,M,APP,129,,FCT-SD,FCT
15,DANFULANI PRINCESS ROSEMARY,F,CAP,76,,FCT-SD,FCT
16,AKINNURUNS ZACHARIAS OLATUNJI,M,DA,30,,FCT-SD,FCT
17,LEONARD BATURE KAWAS,M,FJP,"1,950",,FCT-SD,FCT
18,ENGR. NINO LINUS OMOFOMA,M,GDPN,211,,FCT-SD,FCT
19,OKPARA IFEOMA,F,GPN,85,,FCT-SD,FCT
20,OKAFOR CHIGOZIE MICHAEL,M,ID,62,,FCT-SD,FCT
21,DEBORAH MODUPE OPATA,F,JMPP,168,,FCT-SD,FCT
22,DAHIRU SADIQ,M,KP,163,,FCT-SD,FCT
23,UZOKWE-AGORUA PRINCESS MILLIE,F,LP,586,,FCT-SD,FCT
24,OSENI NGOZI ABIODUN,F,MPN,117,,FCT-SD,FCT
1,DANJUMA RIRI,MALE,A,61,,GOMBE-CENTRAL,GOMBE
2,ABUBAKAR ABDUL,MALE,ABP,142,,GOMBE-CENTRAL,GOMBE
3,MANGA ALH. USMAN,MALE,ADC,704,,GOMBE-CENTRAL,GOMBE
4,GOJE MOHAMMED DANJUMA,MALE,APC,"110,116",ELECTED,GOMBE-CENTRAL,GOMBE
5,ALIYU FATIMA ADAMU,FEMALE,ASD,155,,GOMBE-CENTRAL,GOMBE
6,SALISU SHUABU AHMAD,MALE,CAP,71,,GOMBE-CENTRAL,GOMBE
7,IBRAHIM SAMBO ADAMU,MALE,DA,74,,GOMBE-CENTRAL,GOMBE
8,ADAMU BALA,MALE,DPP,224,,GOMBE-CENTRAL,GOMBE
9,HARUNA MUSA,MALE,HDP,51,,GOMBE-CENTRAL,GOMBE
10,ABUBAKAR NASIRU NONO,MALE,PDP,"39,760",,GOMBE-CENTRAL,GOMBE
11,UMAR USMAN LAMIDO,MALE,PRP,"8,397",,GOMBE-CENTRAL,GOMBE
12,ABUBAKAR AHMAD GONI,MALE,SDP,349,,GOMBE-CENTRAL,GOMBE
13,ADIYA LAWRENCE BAKA,MALE,UPN,27,,GOMBE-CENTRAL,GOMBE
1,MUHAMMED HAUWA INUWA,FEMALE,A,74,,GOMBE-NORTH,GOMBE
2,UMAR ABDULLAHI,MALE,AAP,115,,GOMBE-NORTH,GOMBE
3,ABBA MAL USMAN,MALE,AD,64,,GOMBE-NORTH,GOMBE
4,ABBA AUWAL,MALE,ADC,181,,GOMBE-NORTH,GOMBE
5,HALLIRU ALIYU,MALE,AGA,452,,GOMBE-NORTH,GOMBE
6,ALKALI SAIDU AHMED,MALE,APC,"152,546",ELECTED,GOMBE-NORTH,GOMBE
7,YUSUF AMINU,MALE,APDA,468,,GOMBE-NORTH,GOMBE
8,MUHAMMAD GARBA,MALE,ASD,133,,GOMBE-NORTH,GOMBE
9,GAMBO MUHAMMED AHMED,MALE,BNPP,63,,GOMBE-NORTH,GOMBE
10,USMAN RIGA DAWAKI,MALE,CAP,117,,GOMBE-NORTH,GOMBE
11,YUGUDA SHANUWA,MALE,DPP,"3,244",,GOMBE-NORTH,GOMBE
12,BOYI YAHUZA MOHAMMED,MALE,MPN,99,,GOMBE-NORTH,GOMBE
13,PUMA ALIYU,FEMALE,PDC,184,,GOMBE-NORTH,GOMBE
14,DANKWAMBO IBRAHIM HASSAN,MALE,PDP,"88,016",,GOMBE-NORTH,GOMBE
15,ADAMU MOHAMMED SANI,MALE,PPP,171,,GOMBE-NORTH,GOMBE
16,MOHAMMED YELWA MUDI,MALE,PRP,135,,GOMBE-NORTH,GOMBE
17,ALHAJI HASHIDU GIDADO,MALE,RP,46,,GOMBE-NORTH,GOMBE
18,HARUNA ALIYU,MALE,UPC,23,,GOMBE-NORTH,GOMBE
1,RUKUJEI DANLAMI ARABS,MALE,ABP,"5,788",,GOMBE-SOUTH,GOMBE
2,LAMELA BILALI TURAKI,MALE,AD,105,,GOMBE-SOUTH,GOMBE
3,NJIBI HARUNA ADAMU,MALE,ADC,234,,GOMBE-SOUTH,GOMBE
4,KEFTIN ESAU AMUGA,MALE,ANN,501,,GOMBE-SOUTH,GOMBE
5,AMOS BULUS KILAWANGS,MALE,APC,"80,549",ELECTED,GOMBE-SOUTH,GOMBE
6,CHIBI AMOS ISA,MALE,CAP,158,,GOMBE-SOUTH,GOMBE
7,MOHAMMED MAJI,MALE,DPP,213,,GOMBE-SOUTH,GOMBE
8,BELLO BINTA,FEMALE,PDP,"63,312",,GOMBE-SOUTH,GOMBE
9,ACHANA GAJUS YARO,MALE,PRP,"1,116",,GOMBE-SOUTH,GOMBE
10,HANNATU AHMED YARO,FEMALE,SDP,266,,GOMBE-SOUTH,GOMBE
11,HUSSAINI AHMED,MALE,UPN,36,,GOMBE-SOUTH,GOMBE
1,UGOMUOH CHARLES,MALE,A,"1,735",,IMO-EAST,IMO
2,CHYMA ANTHONY,MALE,AA,"3,140",,IMO-EAST,IMO
3,CHIDI KENEDY MBAGWU,MALE,ACD,306,,IMO-EAST,IMO
4,ETHEL NGOZI NWANNA,FEMALE,ADC,444,,IMO-EAST,IMO
5,ONYEUGO RAYMOND U.,MALE,ADP,436,,IMO-EAST,IMO
6,ADELINE IWUAGU EMIHE,FEMALE,AGAP,219,,IMO-EAST,IMO
7,EBUBEDIKE CASMIR KELECHI,MALE,ANRP,157,,IMO-EAST,IMO
8,OJINERE EMMANUEL UMUNAKWE,MALE,APC,"33,729",,IMO-EAST,IMO
9,NWACHUKWU MIKE,MALE,APGA,"18,854",,IMO-EAST,IMO
10,IBE STEPHEN NNAMDI,MALE,APM,41,,IMO-EAST,IMO
11,NNADI CHARLES,MALE,APP,121,,IMO-EAST,IMO
12,DONALD UGONMA,FEMALE,ASD,150,,IMO-EAST,IMO
13,OBI HOPE ONYEWUCHI,MALE,DA,94,,IMO-EAST,IMO
14,ORIE CHRISTOPHER ONWUDIWE,MALE,DPC,238,,IMO-EAST,IMO
15,NWANSI CHIJINDU CHARLES,MALE,GPN,47,,IMO-EAST,IMO
16,OGUIJE EUCHARIA ANAYO,FEMALE,JMPP,23,,IMO-EAST,IMO
17,OKEAHIALAM LEO NKEMJIKA,MALE,LP,34,,IMO-EAST,IMO
18,EMUKA BASIL OBINNA,MALE,MMN,6,,IMO-EAST,IMO
19,KELECHI CHUKWUOHA,MALE,MPN,31,,IMO-EAST,IMO
20,EMEDON NKIRU ODIOYEYE,FEMALE,NAC,81,,IMO-EAST,IMO
21,KENNS-UGORJI KINGSLEY,MALE,NDLP,16,,IMO-EAST,IMO
22,ETONYEAKU OKECHUKWU UBA,MALE,NEPP,56,,IMO-EAST,IMO
23,ONYEALUSIM JENNIFER,FEMALE,NIP,34,,IMO-EAST,IMO
24,OZUZU NNAMDI EDWIN,MALE,NRM,25,,IMO-EAST,IMO
25,OSUOCHA CHIKEZIE EJIOGU,MALE,PDC,23,,IMO-EAST,IMO
1,NNADI KELECHI SOLOMON,M,A,449,,IMO-WEST,IMO
2,EMELU KENNETH CHUKWUEMEKA,M,AA,"4,730",,IMO-WEST,IMO
3,OHAJIANYA HENRY,M,ACD,115,,IMO-WEST,IMO
4,NWAKOZOR VERNATIUS,M,ADC,315,,IMO-WEST,IMO
5,EKWUTUSILAM EZEALA THEOPHILUS,M,ADP,101,,IMO-WEST,IMO
6,OBIOMA CHRISTIAN CHIDIEBERE,M,AGAP,250,,IMO-WEST,IMO
7,OKOROCHA ETHELBERT ANAYO ROCHAS,M,APC,"92,262",ELECTED,IMO-WEST,IMO
8,IZUNASO OSITA BONAVENTURE,M,APGA,"30,923",,IMO-WEST,IMO
9,OBINNA EMEKA E.,M,APM,43,,IMO-WEST,IMO
10,EZENWA NESTOR IBEGBUNAM,M,APP,99,,IMO-WEST,IMO
11,OZUMBA CHIMBUOYIM,M,ASD,9,,IMO-WEST,IMO
12,ONYEKWERE DONATUS UCHE,M,C4C,27,,IMO-WEST,IMO
13,ONUOHA COLLINS ONYEMAUCHE,M,CAP,16,,IMO-WEST,IMO
14,OKECHUKWU FUNSY,M,DA,18,,IMO-WEST,IMO
15,UKADIKE BOBBY TOCHUKWU,M,FJP,87,,IMO-WEST,IMO
16,UGWUEZU MBA REGINALD CHIMNEMEREM,M,GPN,8,,IMO-WEST,IMO
17,UKWUEGBU HERBERT,M,JMPP,6,,IMO-WEST,IMO
18,NWACHUKWU GOODLUCK CLEMENT,M,KP,109,,IMO-WEST,IMO
19,IBEH UCHENNA ONYEOMA,F,LP,152,,IMO-WEST,IMO
20,EJIAKOR NATHAN CHIKE,M,MPN,39,,IMO-WEST,IMO
21,ORISAKWE IZUCHUKWU JOHN,M,NDLP,152,,IMO-WEST,IMO
22,OSUALA CASMIR,M,NEPP,47,,IMO-WEST,IMO
23,KINGSLEY CHIBUZOR AMADI,M,NFD,25,,IMO-WEST,IMO
24,OBIOHA CHRISTOPHER U.A,M,NNPP,30,,IMO-WEST,IMO
1,IBRAHIM MOHAMMED,M,ADC,363,,JIGAWA-NORTHEAST,JIGAWA
2,HASSAN IBRAHIM HADEIJA,M,APC,"184,185",ELECTED,JIGAWA-NORTHEAST,JIGAWA
3,JAMILU USMAN,M,DA,218,,JIGAWA-NORTHEAST,JIGAWA
4,SALIHI YUSUF SANI,M,MPN,106,,JIGAWA-NORTHEAST,JIGAWA
6,SHITU UBALE MOHAMMED,M,PDP,"103,039",,JIGAWA-NORTHEAST,JIGAWA
7,ISYAKU MOHAMMED LELEKUDU,M,PPA,140,,JIGAWA-NORTHEAST,JIGAWA
8,ABDULLAHI MUHAMMAD B.,M,PPC,179,,JIGAWA-NORTHEAST,JIGAWA
9,KAUGAMA RABIU GARBA,M,SDP,"14,697",,JIGAWA-NORTHEAST,JIGAWA
1,BALARABE YAU KANYA,M,ADC,532,,JIGAWA-NORTHWEST,JIGAWA
2,SANKARA DANLADI ABDULLAHI,M,APC,"286,655",ELECTED,JIGAWA-NORTHWEST,JIGAWA
3,AMINU NJIDDA,M,DA,454,,JIGAWA-NORTHWEST,JIGAWA
4,ISAH LAWAN,M,JMPP,146,,JIGAWA-NORTHWEST,JIGAWA
5,SALISU ZAINAB,F,MPN,205,,JIGAWA-NORTHWEST,JIGAWA
6,ABDULLAHI BAYERO,M,PDM,305,,JIGAWA-NORTHWEST,JIGAWA
7,RONI UMAR NASIRU,M,PDP,"120,314",,JIGAWA-NORTHWEST,JIGAWA
8,SALISU USMAN,M,PPC,299,,JIGAWA-NORTHWEST,JIGAWA
9,BASIRU ALIYU,M,PPN,106,,JIGAWA-NORTHWEST,JIGAWA
10,HALADU M'HMED ZARADA,M,PRP,471,,JIGAWA-NORTHWEST,JIGAWA
11,SEN MOHAMMED DADE ALKALI,M,SDP,"29,986",,JIGAWA-NORTHWEST,JIGAWA
12,UMAR ABBA,M,YPP,125,,JIGAWA-NORTHWEST,JIGAWA
1,IBAH ADAMU BELLO,MALE,A,409,,JIGAWA-SOUITHWEST,JIGAWA
2,BALA IBRAHIM,MALE,ACPN,164,,JIGAWA-SOUITHWEST,JIGAWA
3,ISAH YAU SHUWARIN,MALE,ADC,420,,JIGAWA-SOUITHWEST,JIGAWA
4,MOHAMMED SABO,MALE,APC,"224,543",ELECTED,JIGAWA-SOUITHWEST,JIGAWA
5,HUHU GARBA,MALE,DA,508,,JIGAWA-SOUITHWEST,JIGAWA
6,MOHAMMED ABDUSSALAM,MALE,MPN,135,,JIGAWA-SOUITHWEST,JIGAWA
8,LAMIDO MUSTAPHA SULE,MALE,PDP,"143,611",,JIGAWA-SOUITHWEST,JIGAWA
9,ASHIRU MUHAMMED,MALE,PPC,334,,JIGAWA-SOUITHWEST,JIGAWA
10,ABUBAKAR ILIYASU,MALE,PT,68,,JIGAWA-SOUITHWEST,JIGAWA
11,ASHIRU SUNUSI KATANGA,MALE,SDP,"3,496",,JIGAWA-SOUITHWEST,JIGAWA
1,IBRAHIM ALIKO NASIRU,M,A,367,,kano-central,kano
2,RABIU ALMUSTAFA,M,AA,298,,kano-central,kano
3,ABDULLAHI IBRAHIM,M,AD,903,,kano-central,kano
4,MUSA SHUABU UNGOGO,M,ADC,"1,227",,kano-central,kano
5,SA'AD ABDULMAJEED BABANGIDA,M,ADP,"1,082",,kano-central,kano
6,SHEHU MUNZALI,M,AGA,345,,kano-central,kano
7,BUHARI ABBAS,M,ANDP,236,,kano-central,kano
8,BASAF ABDULLAHI GHALI,M,ANP,287,,kano-central,kano
9,NASIRU IBRAHIM,M,APA,912,,kano-central,kano
10,SHEKARAU IBRAHIM,M,APC,"506,271",ELECTED,kano-central,kano
11,BUHARI LAILA,F,APDA,"4,182",,kano-central,kano
12,AMINU AHMAD UMAR,M,APP,387,,kano-central,kano
13,MUSTAPHA ABUBAKAR,M,CAP,111,,kano-central,kano
14,MUHAMMAD SANI AHMAD,M,DA,148,,kano-central,kano
15,ABDU DIJE L.,F,DPC,148,,kano-central,kano
16,KANKAROFI AHMED BALA,M,GPN,706,,kano-central,kano
17,ISA BIN HARON,M,JMPP,122,,kano-central,kano
18,HARUNA IBRAHIM,M,LP,167,,kano-central,kano
19,HADI INUWA M.,M,LPN,720,,kano-central,kano
20,MUSTAPHA SALMAN,M,MMN,135,,kano-central,kano
21,GARBA AMINU,M,MPN,544,,kano-central,kano
22,SAIDU SHEHU UBALE,M,NAC,234,,kano-central,kano
23,HAUWA IBRAHIM EL-YAKUB,F,NPM,"1,138",,kano-central,kano
24,AL-GHAZALI IBRAHIM ALI,M,NRM,473,,kano-central,kano
1,GWARZO JAMILU AHMED,M,A,94,,KANO-NORTH,KANO
2,AHMAD ADO,M,AA,351,,KANO-NORTH,KANO
3,BASHIR ALI,M,ACD,96,,KANO-NORTH,KANO
4,IBRAHIM LABO UMAR,M,AD,"1,314",,KANO-NORTH,KANO
5,SHAMSUDEEN BICHI,M,ADC,193,,KANO-NORTH,KANO
6,AHMED KABIRU BICHI,M,AGA,309,,KANO-NORTH,KANO
7,ABUBAKAR ABUBAKAR,M,ANDP,"1,723",,KANO-NORTH,KANO
8,BANGARE WASILU HASSAN,M,ANP,765,,KANO-NORTH,KANO
9,BARAU JIBRIN I.,M,APC,"286,419",ELECTED,KANO-NORTH,KANO
10,MAIKUDI SULAIMAN,M,APDA,"5,551",,KANO-NORTH,KANO
11,ALI KABIRU MUHAMMAD,M,APP,270,,KANO-NORTH,KANO
12,GARBA TAUWA AUWAL,M,CAP,54,,KANO-NORTH,KANO
13,BAGWAI GADDAFI SANI,M,DPC,70,,KANO-NORTH,KANO
14,HASIRU HASSAN,M,GPN,66,,KANO-NORTH,KANO
15,GAMBO ABUBAKAR IDRIS,M,HDP,62,,KANO-NORTH,KANO
16,HASSAN SHUAIBU MOHAMMED,M,JMPP,71,,KANO-NORTH,KANO
17,SHEHU MUSTAPHA GWARZO,M,LP,136,,KANO-NORTH,KANO
18,BALARABE ALKASSIM AHMAD,M,LPN,186,,KANO-NORTH,KANO
19,SHEHU ABDULLAHI NUHU,M,MPN,172,,KANO-NORTH,KANO
20,MOHAMMED HARUNA SHUWAKI,M,NPM,339,,KANO-NORTH,KANO
21,AHMED GARBA BICHI,M,PDP,"155,638",,KANO-NORTH,KANO
22,MUHAMMAD AYUBA,M,PPA,372,,KANO-NORTH,KANO
23,AUWAL ABDULLAHI M,M,PPC,"1,649",,KANO-NORTH,KANO
24,SALE USMAN,M,PPN,244,,KANO-NORTH,KANO
25,LAWAL ADANAN AUDI,M,PRP,"10,364",,KANO-NORTH,KANO
1,UMAR YUSUF KIBIYA,M,A,111,,KANO-SOUTH,KANO
2,SHA'ARANI YUSUF MUHD,M,AA,115,,KANO-SOUTH,KANO
3,NASIRU MUHAMMAD,M,ACD,133,,KANO-SOUTH,KANO
4,ZAHARADEEN I KARAYE,M,AD,381,,KANO-SOUTH,KANO
5,ABUBARKAR MURTALA ABDULLAHI,M,ADC,507,,KANO-SOUTH,KANO
6,GAYA MUSTAPHA IDI,M,ADP,264,,KANO-SOUTH,KANO
7,SHEHI ABBA KIRU,M,AGA,265,,KANO-SOUTH,KANO
8,HASSAN AL HASSAN,M,ANDP,261,,KANO-SOUTH,KANO
9,RIMI MUHAMMAD GALADIMA,M,ANP,"2,065",,KANO-SOUTH,KANO
10,ABDULRAHMAN ABUBAKAR,M,APA,830,,KANO-SOUTH,KANO
11,GAYA IBRAHIM KABIRU,M,APC,"319,004",WINNER,KANO-SOUTH,KANO
12,SANI ABDULLAHI,M,APDA,859,,KANO-SOUTH,KANO
13,YAKUBU YAKUBU ABUBAKAR,M,APP,191,,KANO-SOUTH,KANO
14,IBRAHIM ABDULRASHID SAIDU,M,CAP,58,,KANO-SOUTH,KANO
15,HABIBU ABDULLAHI,M,DA,150,,KANO-SOUTH,KANO
16,ADAMU DANYAYA ZAREWA,M,GPN,101,,KANO-SOUTH,KANO
17,HAMZA SA'IDU,M,HDP,827,,KANO-SOUTH,KANO
18,MAGAJI KANI IBRAHIM,M,JMPP,89,,KANO-SOUTH,KANO
19,UMAR MUSA DARKI,M,LP,333,,KANO-SOUTH,KANO
20,SHEHU MAHMUD,M,LPN,223,,KANO-SOUTH,KANO
21,ABDULRASHID AUWAL,M,MPN,202,,KANO-SOUTH,KANO
22,ABUBARKAR SALEH MUHAMMAD,M,NPM,342,,KANO-SOUTH,KANO
23,ABDULLAHI SANI ROGO,M,PDP,"217,520",,KANO-SOUTH,KANO
24,MOHAMMED SULE,M,PPN,711,,KANO-SOUTH,KANO
25,YAHAYA BALA KARAYE,M,PRP,"30,013",,KANO-SOUTH,KANO
1,LAWAL BOYI SALIMU,M,A,"1,386",,KATSINA-CENTRAL,KATSINA
2,UMAR HALADU,M,ADC,"1,209",,KATSINA-CENTRAL,KATSINA
3,ABDULLAHI ENGR. KABIR BARKIYA,M,APC,"340,800",ELECTED,KATSINA-CENTRAL,KATSINA
4,LAWAL ABUBAKAR,M,DA,472,,KATSINA-CENTRAL,KATSINA
5,ABBA ARMA YA'U,M,JMPP,182,,KATSINA-CENTRAL,KATSINA
6,SADA ZAINAB MOHAMMED,F,NRM,"1,301",,KATSINA-CENTRAL,KATSINA
7,GAMBO HAMISU,M,PDP,"124,372",,KATSINA-CENTRAL,KATSINA
8,YUSUF KABIRU,M,PPN,321,,KATSINA-CENTRAL,KATSINA
9,BALA HARUNA,M,PRP,285,,KATSINA-CENTRAL,KATSINA
10,KHALID ABDULLAHI,M,PT,77,,KATSINA-CENTRAL,KATSINA
11,ALH. ABUBAKAR BILYA FUNTUA,M,SDP,86,,KATSINA-CENTRAL,KATSINA
12,MUHAMMAD JIBIA SALISU,M,UPC,96,,KATSINA-CENTRAL,KATSINA
1,NALADO MUHAMMAD LAWAL,M,A,"14,152",,KATSINA-NORTH,KATSINA
2,MOHAMMED SADA LAWAL,M,ADC,182,,KATSINA-NORTH,KATSINA
3,BABBA AHMAD KAITA,M,APC,"339,438",ELECTED,KATSINA-NORTH,KATSINA
4,IBRAHIM NURA,M,DA,568,,KATSINA-NORTH,KATSINA
5,ADODO MURTALA ADAMU,M,JMPP,155,,KATSINA-NORTH,KATSINA
6,MAMMAN ABDULLAHI INGAWA,M,NRM,345,,KATSINA-NORTH,KATSINA
7,USMAN MANI NASARAWA,M,PDP,"127,529",,KATSINA-NORTH,KATSINA
8,MURTALA HALILU,M,PPC,268,,KATSINA-NORTH,KATSINA
9,LAWAL YAHAYA,M,PPN,52,,KATSINA-NORTH,KATSINA
10,MUSA ISMAIL,M,PRP,123,,KATSINA-NORTH,KATSINA
11,IBRAHIM SANI IRO,M,PT,24,,KATSINA-NORTH,KATSINA
12,HON. NURADEEN MUJAHID,M,SDP,59,,KATSINA-NORTH,KATSINA
1,MAL. NURA AMADU,M,ADC,625,,KATSINA-SOUTH,KATSINA
2,MANDIYA BELLO,M,APC,"433,139",ELECTED,KATSINA-SOUTH,KATSINA
3,SURAJO ZAHARADEEN FUNTUA,M,C4C,365,,KATSINA-SOUTH,KATSINA
4,YUSUF MUHAMMAD,M,NRM,515,,KATSINA-SOUTH,KATSINA
5,IMAM SHEHU INUWA,M,PDP,"158,081",,KATSINA-SOUTH,KATSINA
6,LAWAL ABUBAKAR,M,PPN,268,,KATSINA-SOUTH,KATSINA
7,SHU'AIBU MOHAMMED,M,PRP,"5,011",,KATSINA-SOUTH,KATSINA
8,ALIYU MOHAMMED MATAZU,M,PT,36,,KATSINA-SOUTH,KATSINA
9,YUNUSA LAWAL IBRAHIM,M,SDP,162,,KATSINA-SOUTH,KATSINA
1,MOHAMMED SHAFAATU,FEMALE,A,149,,KEBBI-NORTH,KEBBI
2,SANNI AISHATU,FEMALE,AD,209,,KEBBI-NORTH,KEBBI
3,BALA SUFFIYANU,MALE,ADC,151,,KEBBI-NORTH,KEBBI
4,ABDULLAHI  DANTATI,MALE,APA,607,,KEBBI-NORTH,KEBBI
5,ABDULLAHI ABUBAKAR YAHAYA,MALE,APC,"170,624",ELECTED,KEBBI-NORTH,KEBBI
